scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-08-10 14:41,61.5,SPY,call,2026-08-18,7,793.0,774.48,0.36,0.052,1.11,0.101,0.141,3181,57,55.81,0.027
2026-08-10 14:41,57.5,SPY,put,2026-08-19,8,743.0,774.48,0.4,-0.029,0.57,0.152,0.141,2804,23,121.91,0.025
2026-08-10 14:41,56.5,SPY,call,2026-09-25,45,825.0,774.48,1.19,0.094,0.61,0.123,0.141,1029,8,128.62,0.008
2026-08-10 14:41,54.7,SPY,call,2026-08-18,7,792.0,774.48,0.43,0.062,1.11,0.101,0.141,802,95,8.44,0.023
2026-08-10 14:41,54.4,SPY,put,2026-08-21,10,765.0,774.48,2.86,-0.24,0.65,0.118,0.141,12053,22153,0.54,0.007
2026-08-10 14:41,54.2,MSFT,call,2026-08-28,17,540.0,511.1,3.52,0.201,0.29,0.282,0.451,3041,492,6.18,0.071
2026-08-10 14:41,53.6,SPY,put,2026-08-21,10,750.0,774.48,0.94,-0.074,0.6,0.14,0.141,4121,59808,0.07,0.011
2026-08-10 14:41,53.4,SPY,call,2026-08-21,10,800.0,774.48,0.3,0.041,1.04,0.108,0.141,462,25902,0.02,0.033
2026-08-10 14:41,53.3,NVDA,call,2026-08-21,10,230.0,220.43,2.12,0.246,0.26,0.349,0.412,4133,85167,0.05,0.009
2026-08-10 14:41,53.3,SPY,call,2026-08-19,8,793.0,774.48,0.47,0.067,1.1,0.102,0.141,887,572,1.55,0.021
2026-08-10 14:41,53.0,SPY,call,2026-08-21,10,807.0,774.48,0.15,0.019,0.96,0.116,0.141,1018,997,1.02,0.065
2026-08-10 14:41,52.6,AAPL,call,2026-08-21,10,320.0,306.6,1.42,0.171,0.37,0.259,0.323,2937,25697,0.11,0.035
2026-08-10 14:41,52.1,SPY,call,2026-08-21,10,790.0,774.48,1.22,0.15,0.95,0.107,0.141,811,18634,0.04,0.016
2026-08-10 14:41,52.1,AAPL,call,2026-09-18,38,320.0,306.6,5.45,0.343,0.19,0.264,0.323,3488,41837,0.08,0.018
2026-08-10 14:41,52.0,NVDA,put,2026-08-21,10,210.0,220.43,1.62,-0.181,0.25,0.34,0.412,3258,24551,0.13,0.018
