scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-07-24 15:15,63.7,SPY,call,2026-08-03,9,767.0,738.25,0.08,0.011,1.12,0.103,0.131,571,113,5.05,0.133
2026-07-24 15:15,62.6,SPY,call,2026-08-07,13,765.0,738.25,0.43,0.056,0.96,0.113,0.131,794,4911,0.16,0.047
2026-07-24 15:15,62.0,SPY,call,2026-08-07,13,768.0,738.25,0.25,0.035,1.03,0.11,0.131,558,581,0.96,0.08
2026-07-24 15:15,62.0,SPY,call,2026-08-21,27,780.0,738.25,0.35,0.044,0.91,0.11,0.131,330,24562,0.01,0.028
2026-07-24 15:15,62.0,SPY,call,2026-08-07,13,769.0,738.25,0.2,0.028,1.05,0.108,0.131,382,1038,0.37,0.051
2026-07-24 15:15,61.9,SPY,call,2026-08-21,27,775.0,738.25,0.68,0.073,0.8,0.113,0.131,609,31301,0.02,0.015
2026-07-24 15:15,61.5,SPY,call,2026-08-14,20,777.0,738.25,0.23,0.03,0.99,0.11,0.131,472,851,0.55,0.044
2026-07-24 15:15,61.1,SPY,call,2026-08-07,13,770.0,738.25,0.17,0.025,1.05,0.109,0.131,217,2063,0.11,0.057
2026-07-24 15:15,61.1,SPY,call,2026-08-21,27,781.0,738.25,0.34,0.041,0.9,0.111,0.131,593,2469,0.24,0.03
2026-07-24 15:15,60.8,SPY,call,2026-08-14,20,771.0,738.25,0.51,0.061,0.89,0.112,0.131,614,1238,0.5,0.02
2026-07-24 15:15,60.6,SPY,call,2026-08-21,27,783.0,738.25,0.26,0.033,0.95,0.11,0.131,427,1746,0.24,0.039
2026-07-24 15:15,60.4,SPY,call,2026-08-14,20,779.0,738.25,0.17,0.023,1.03,0.109,0.131,197,1545,0.13,0.061
2026-07-24 15:15,60.3,SPY,call,2026-08-05,11,769.0,738.25,0.11,0.016,1.11,0.105,0.131,179,79,2.27,0.095
2026-07-24 15:15,60.3,SPY,call,2026-08-07,13,771.0,738.25,0.15,0.022,1.05,0.109,0.131,188,1314,0.14,0.065
2026-07-24 15:15,60.0,SPY,call,2026-08-21,27,777.0,738.25,0.52,0.06,0.85,0.112,0.131,419,5097,0.08,0.038
