scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-08-04 16:00,61.2,SPY,call,2026-08-14,9,775.0,768.53,3.78,0.356,0.72,0.122,0.141,126168,2721,46.37,0.005
2026-08-04 16:00,56.9,SPY,put,2026-08-14,9,758.0,768.53,2.71,-0.225,0.64,0.127,0.141,25391,614,41.35,0.018
2026-08-04 16:00,56.1,SPY,put,2026-08-21,16,727.0,768.53,0.9,-0.052,0.45,0.171,0.141,49093,8710,5.64,0.011
2026-08-04 16:00,54.4,SPY,call,2026-08-21,16,800.0,768.53,0.77,0.078,0.78,0.127,0.141,8330,20404,0.41,0.026
2026-08-04 16:00,54.3,SPY,call,2026-08-13,8,784.0,768.53,1.25,0.144,0.89,0.12,0.141,1206,7,172.29,0.024
2026-08-04 16:00,54.1,SPY,call,2026-08-31,26,800.0,768.53,1.79,0.144,0.62,0.128,0.141,10617,11995,0.89,0.017
2026-08-04 16:00,53.3,SPY,call,2026-08-21,16,805.0,768.53,0.52,0.053,0.79,0.13,0.141,4916,10069,0.49,0.019
2026-08-04 16:00,53.1,SPY,call,2026-08-21,16,795.0,768.53,1.15,0.114,0.76,0.125,0.141,5066,2570,1.97,0.026
2026-08-04 16:00,52.9,SPY,put,2026-08-21,16,732.0,768.53,1.12,-0.067,0.46,0.163,0.141,12679,2859,4.43,0.009
2026-08-04 16:00,52.5,SPY,put,2026-08-21,16,730.0,768.53,1.03,-0.061,0.45,0.167,0.141,17270,58363,0.3,0.019
2026-08-04 16:00,52.3,SPY,put,2026-08-28,23,764.0,768.53,7.9,-0.385,0.37,0.126,0.141,2402,3,800.67,0.014
2026-08-04 16:00,52.2,SPY,put,2026-08-21,16,722.0,768.53,0.73,-0.041,0.43,0.179,0.141,24564,25138,0.98,0.014
2026-08-04 16:00,52.1,NVDA,call,2026-08-21,16,220.0,210.82,3.6,0.32,0.19,0.382,0.419,12159,60425,0.2,0.0
2026-08-04 16:00,52.1,SPY,put,2026-08-14,9,750.0,768.53,1.46,-0.118,0.62,0.138,0.141,10568,6382,1.66,0.021
2026-08-04 16:00,51.8,SPY,call,2026-08-21,16,810.0,768.53,0.36,0.037,0.78,0.134,0.141,2849,13620,0.21,0.027
