scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-06-30 20:32,61.8,SPY,call,2026-07-08,7,767.0,746.77,0.08,0.015,1.31,0.086,0.139,7634,10,763.4,0.118
2026-06-30 20:32,53.5,TSLA,call,2026-07-08,7,450.0,420.6,2.37,0.136,0.24,0.427,0.47,9748,233,41.84,0.025
2026-06-30 20:32,53.3,TSLA,call,2026-07-08,7,455.0,420.6,1.79,0.102,0.24,0.433,0.47,6356,23,276.35,0.028
2026-06-30 20:32,52.8,SPY,call,2026-07-10,9,753.0,746.77,3.29,0.347,0.79,0.114,0.139,16255,1376,11.81,0.003
2026-06-30 20:32,52.2,SPY,put,2026-07-17,16,708.0,746.77,1.15,-0.066,0.43,0.177,0.139,32532,17128,1.9,0.017
2026-06-30 20:32,52.2,NVDA,call,2026-07-17,16,210.0,200.09,2.67,0.28,0.21,0.357,0.397,16782,47665,0.35,0.026
2026-06-30 20:32,52.1,NVDA,call,2026-07-10,9,210.0,200.09,1.4,0.196,0.28,0.341,0.397,12947,19736,0.66,0.021
2026-06-30 20:32,51.4,SPY,call,2026-07-17,16,780.0,746.77,0.22,0.032,1.08,0.106,0.139,3011,18591,0.16,0.091
2026-06-30 20:32,51.1,SPY,call,2026-07-17,16,775.0,746.77,0.45,0.059,0.99,0.106,0.139,2658,14250,0.19,0.022
2026-06-30 20:32,51.0,SPY,call,2026-07-10,9,760.0,746.77,1.18,0.159,1.0,0.104,0.139,6307,22374,0.28,0.017
2026-06-30 20:32,51.0,NVDA,put,2026-07-17,16,190.0,200.09,2.45,-0.228,0.19,0.363,0.397,10807,36730,0.29,0.02
2026-06-30 20:32,50.9,SPY,call,2026-07-10,9,748.0,746.77,5.79,0.493,0.64,0.124,0.139,16975,1069,15.88,0.009
2026-06-30 20:32,50.7,SPY,put,2026-07-17,16,704.0,746.77,0.97,-0.054,0.42,0.184,0.139,24262,30754,0.79,0.01
2026-06-30 20:32,50.7,MSFT,call,2026-07-17,16,400.0,373.02,2.8,0.18,0.24,0.341,0.352,17346,25261,0.69,0.004
2026-06-30 20:32,50.7,SPY,call,2026-07-17,16,765.0,746.77,1.72,0.179,0.78,0.114,0.139,6346,16003,0.4,0.012
