scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-08-05 15:49,55.1,SPY,call,2026-08-21,15,795.0,771.47,1.4,0.136,0.75,0.125,0.142,19858,21607,0.92,0.029
2026-08-05 15:49,55.0,NVDA,call,2026-08-14,8,232.5,219.73,1.52,0.176,0.25,0.39,0.425,17418,1600,10.89,0.013
2026-08-05 15:49,53.0,SPY,put,2026-08-14,8,750.0,771.47,1.17,-0.091,0.6,0.149,0.142,20528,13219,1.55,0.026
2026-08-05 15:49,52.7,SPY,call,2026-08-14,8,790.0,771.47,1.12,0.12,0.82,0.13,0.142,8861,7995,1.11,0.027
2026-08-05 15:49,52.7,NVDA,call,2026-08-14,8,227.5,219.73,2.68,0.29,0.24,0.392,0.425,9607,1062,9.05,0.015
2026-08-05 15:49,52.5,SPY,call,2026-08-14,8,800.0,771.47,0.33,0.035,0.83,0.131,0.142,4544,3561,1.28,0.031
2026-08-05 15:49,52.5,NVDA,call,2026-08-14,8,225.0,219.73,3.48,0.359,0.23,0.393,0.425,30460,11229,2.71,0.014
2026-08-05 15:49,52.2,SPY,call,2026-08-21,15,800.0,771.47,0.81,0.085,0.81,0.123,0.142,3639,21001,0.17,0.025
2026-08-05 15:49,51.8,NVDA,call,2026-08-21,15,230.0,219.73,3.5,0.305,0.19,0.394,0.425,18333,79327,0.23,0.029
2026-08-05 15:49,51.7,SPY,call,2026-08-21,15,810.0,771.47,0.29,0.033,0.86,0.125,0.142,2225,14849,0.15,0.034
2026-08-05 15:49,51.2,SPY,call,2026-08-21,15,815.0,771.47,0.2,0.022,0.86,0.129,0.142,2428,3430,0.71,0.051
2026-08-05 15:49,51.2,NVDA,call,2026-08-14,8,230.0,219.73,2.03,0.228,0.25,0.39,0.425,9836,7317,1.34,0.01
2026-08-05 15:49,51.0,SPY,put,2026-08-14,8,763.0,771.47,3.09,-0.26,0.65,0.128,0.142,5732,672,8.53,0.01
2026-08-05 15:49,50.8,SPY,put,2026-08-21,15,750.0,771.47,2.22,-0.144,0.5,0.141,0.142,9480,59645,0.16,0.009
2026-08-05 15:49,50.7,NVDA,call,2026-08-14,8,235.0,219.73,1.12,0.132,0.26,0.39,0.425,10566,5181,2.04,0.018
