scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-09-14 18:51,57.3,SPY,call,2026-09-30,15,790.0,762.38,0.24,0.039,1.21,0.094,0.118,4640,9951,0.47,0.041
2026-09-14 18:51,56.9,SPY,call,2026-09-30,15,800.0,762.38,0.08,0.013,1.19,0.103,0.118,3918,57081,0.07,0.118
2026-09-14 18:51,56.5,SPY,call,2026-10-02,17,797.0,762.38,0.17,0.026,1.14,0.1,0.118,3519,1239,2.84,0.057
2026-09-14 18:51,55.9,SPY,call,2026-09-25,10,785.0,762.38,0.23,0.037,1.21,0.094,0.118,2658,24898,0.11,0.043
2026-09-14 18:51,55.9,SPY,call,2026-10-02,17,800.0,762.38,0.12,0.019,1.16,0.102,0.118,3653,4973,0.73,0.08
2026-09-14 18:51,54.7,SPY,call,2026-09-30,15,788.0,762.38,0.34,0.052,1.17,0.094,0.118,1776,945,1.88,0.03
2026-09-14 18:51,54.5,MSFT,call,2026-10-16,31,545.0,506.7,3.5,0.184,0.27,0.253,0.417,19043,19371,0.98,0.057
2026-09-14 18:51,54.4,SPY,call,2026-10-16,31,810.0,762.38,0.3,0.037,0.92,0.108,0.118,3949,14653,0.27,0.033
2026-09-14 18:51,54.4,SPY,call,2026-09-24,9,778.0,762.38,0.61,0.096,1.2,0.093,0.118,1166,52,22.42,0.033
2026-09-14 18:51,54.2,SPY,call,2026-09-24,9,780.0,762.38,0.41,0.067,1.23,0.092,0.118,1053,82,12.84,0.024
2026-09-14 18:51,54.2,SPY,call,2026-09-30,15,786.0,762.38,0.45,0.067,1.14,0.094,0.118,1144,21842,0.05,0.022
2026-09-14 18:51,54.1,SPY,call,2026-09-23,8,785.0,762.38,0.11,0.017,1.26,0.09,0.118,1230,287,4.29,0.095
2026-09-14 18:51,54.1,SPY,call,2026-10-16,31,800.0,762.38,0.73,0.08,0.83,0.107,0.118,3097,17175,0.18,0.014
2026-09-14 18:51,54.1,SPY,call,2026-09-22,7,778.0,762.38,0.34,0.058,1.28,0.089,0.118,997,90,11.08,0.029
2026-09-14 18:51,53.9,SPY,call,2026-09-30,15,785.0,762.38,0.53,0.077,1.12,0.094,0.118,1812,5050,0.36,0.019
