scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-06-23 21:06,59.0,SPY,call,2026-07-17,23,770.0,733.58,0.91,0.085,0.69,0.131,0.155,19062,22804,0.84,0.022
2026-06-23 21:06,57.8,SPY,call,2026-07-02,8,760.0,733.58,0.37,0.042,0.82,0.133,0.155,8089,3255,2.49,0.054
2026-06-23 21:06,56.7,SPY,call,2026-07-17,23,760.0,733.58,2.53,0.186,0.54,0.142,0.155,19444,13298,1.46,0.008
2026-06-23 21:06,56.1,SPY,call,2026-07-17,23,780.0,733.58,0.29,0.032,0.83,0.125,0.155,3588,19019,0.19,0.035
2026-06-23 21:06,55.8,SPY,call,2026-07-02,8,755.0,733.58,0.93,0.095,0.75,0.142,0.155,7101,3490,2.03,0.022
2026-06-23 21:06,54.9,SPY,call,2026-07-10,16,770.0,733.58,0.34,0.039,0.85,0.125,0.155,1793,2732,0.66,0.03
2026-06-23 21:06,54.3,SPY,call,2026-07-17,23,775.0,733.58,0.51,0.053,0.77,0.127,0.155,2069,10574,0.2,0.039
2026-06-23 21:06,54.0,SPY,put,2026-07-17,23,700.0,733.58,3.76,-0.155,0.3,0.2,0.155,45715,40619,1.13,0.011
2026-06-23 21:06,53.8,SPY,call,2026-07-02,8,750.0,733.58,1.95,0.177,0.67,0.152,0.155,8710,8649,1.01,0.01
2026-06-23 21:06,53.8,SPY,call,2026-07-10,16,760.0,733.58,1.33,0.123,0.68,0.136,0.155,3410,3678,0.93,0.023
2026-06-23 21:06,53.7,SPY,call,2026-07-01,7,760.0,733.58,0.2,0.024,0.87,0.125,0.155,1566,1292,1.21,0.1
2026-06-23 21:06,53.4,SPY,call,2026-07-10,16,765.0,733.58,0.69,0.073,0.77,0.13,0.155,1578,2233,0.71,0.029
2026-06-23 21:06,53.4,SPY,call,2026-07-02,8,765.0,733.58,0.12,0.015,0.85,0.126,0.155,1251,2015,0.62,0.08
2026-06-23 21:06,52.9,SPY,call,2026-07-17,23,790.0,733.58,0.11,0.013,0.9,0.126,0.155,1760,9454,0.19,0.095
2026-06-23 21:06,52.9,SPY,put,2026-07-01,7,700.0,733.58,0.97,-0.056,0.42,0.219,0.155,6312,192,32.88,0.021
