scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-07-22 17:54,81.1,SPY,call,2026-07-30,7,765.0,748.72,0.45,0.067,1.13,0.099,0.129,4694,362,12.97,0.022
2026-07-22 17:54,79.6,SPY,call,2026-07-30,7,764.0,748.72,0.56,0.084,1.11,0.101,0.129,2739,153,17.9,0.018
2026-07-22 17:54,78.1,SPY,call,2026-07-30,7,766.0,748.72,0.36,0.055,1.13,0.099,0.129,2268,332,6.83,0.027
2026-07-22 17:54,76.3,SPY,call,2026-07-30,7,770.0,748.72,0.14,0.021,1.15,0.096,0.129,1181,314,3.76,0.074
2026-07-22 17:54,75.5,SPY,call,2026-08-07,15,782.0,748.72,0.15,0.023,1.13,0.103,0.129,968,389,2.49,0.065
2026-07-22 17:54,75.4,SPY,call,2026-07-30,7,769.0,748.72,0.17,0.026,1.16,0.095,0.129,423,50,8.46,0.061
2026-07-22 17:54,74.1,SPY,call,2026-08-07,15,781.0,748.72,0.18,0.027,1.11,0.103,0.129,874,576,1.52,0.054
2026-07-22 17:54,72.3,SPY,call,2026-07-30,7,767.0,748.72,0.29,0.044,1.14,0.098,0.129,558,475,1.17,0.035
2026-07-22 17:54,72.0,SPY,call,2026-07-31,8,770.0,748.72,0.24,0.036,1.11,0.101,0.129,478,15565,0.03,0.041
2026-07-22 17:54,72.0,SPY,call,2026-07-31,8,772.0,748.72,0.17,0.025,1.11,0.101,0.129,697,1408,0.5,0.061
2026-07-22 17:54,72.0,SPY,call,2026-07-31,8,765.0,748.72,0.71,0.098,1.03,0.107,0.129,2333,10753,0.22,0.014
2026-07-22 17:54,71.8,SPY,call,2026-08-07,15,779.0,748.72,0.23,0.035,1.1,0.102,0.129,514,1170,0.44,0.043
2026-07-22 17:54,71.7,SPY,call,2026-07-31,8,767.0,748.72,0.47,0.068,1.07,0.104,0.129,1154,1656,0.7,0.021
2026-07-22 17:54,71.0,SPY,call,2026-08-07,15,780.0,748.72,0.21,0.032,1.1,0.103,0.129,387,1812,0.21,0.047
2026-07-22 17:54,70.9,SPY,call,2026-07-31,8,766.0,748.72,0.56,0.08,1.06,0.104,0.129,1035,1929,0.54,0.018
