scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-09-17 17:44,59.8,SPY,call,2026-09-25,7,772.0,762.41,0.99,0.166,1.28,0.086,0.116,27751,2403,11.55,0.02
2026-09-17 17:44,57.7,SPY,call,2026-10-02,14,772.0,762.41,2.6,0.291,0.85,0.098,0.116,11870,551,21.54,0.012
2026-09-17 17:44,57.1,SPY,put,2026-09-30,12,736.0,762.41,1.58,-0.102,0.49,0.162,0.116,18265,750,24.35,0.006
2026-09-17 17:44,56.2,SPY,call,2026-09-25,7,780.0,762.41,0.18,0.032,1.33,0.085,0.116,30173,30707,0.98,0.054
2026-09-17 17:44,55.7,NVDA,call,2026-09-25,7,230.0,219.34,0.61,0.109,0.39,0.269,0.399,19844,18916,1.05,0.016
2026-09-17 17:44,55.0,SPY,call,2026-09-30,12,780.0,762.41,0.54,0.088,1.26,0.087,0.116,20192,31205,0.65,0.019
2026-09-17 17:44,54.7,NVDA,call,2026-09-25,7,232.5,219.34,0.39,0.067,0.38,0.273,0.399,11865,6625,1.79,0.026
2026-09-17 17:44,54.6,SPY,call,2026-09-25,7,782.0,762.41,0.12,0.021,1.29,0.087,0.116,4941,1008,4.9,0.08
2026-09-17 17:44,54.6,SPY,call,2026-10-16,28,800.0,762.41,0.51,0.061,0.92,0.103,0.116,18107,36791,0.49,0.02
2026-09-17 17:44,53.8,NVDA,call,2026-09-25,7,225.0,219.34,1.52,0.257,0.37,0.265,0.399,19582,23112,0.85,0.013
2026-09-17 17:44,53.8,NVDA,call,2026-09-25,7,222.5,219.34,2.31,0.365,0.35,0.266,0.399,14076,3754,3.75,0.004
2026-09-17 17:44,53.1,NVDA,call,2026-10-16,28,235.0,219.34,2.35,0.229,0.21,0.301,0.399,21681,37328,0.58,0.009
2026-09-17 17:44,52.9,SPY,call,2026-09-25,7,790.0,762.41,0.06,0.007,1.03,0.103,0.116,15206,11643,1.31,0.182
2026-09-17 17:44,52.8,TSLA,call,2026-09-25,7,380.0,367.75,4.25,0.287,0.25,0.391,0.572,7266,3665,1.98,0.024
2026-09-17 17:44,52.5,NVDA,call,2026-09-25,7,227.5,219.34,0.97,0.171,0.38,0.266,0.399,5098,3242,1.57,0.01
