scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-08-27 23:03,58.0,NVDA,call,2026-09-04,7,235.0,227.98,2.25,0.282,0.28,0.353,0.434,138847,12849,10.81,0.093
2026-08-27 23:03,55.1,SPY,put,2026-09-04,7,765.0,771.1,2.74,-0.277,0.78,0.109,0.137,54754,6791,8.06,0.007
2026-08-27 23:03,54.2,TSLA,call,2026-09-04,7,372.5,354.81,2.74,0.198,0.26,0.394,0.575,6598,328,20.12,0.026
2026-08-27 23:03,54.0,SPY,call,2026-09-18,21,790.0,771.1,1.73,0.187,0.83,0.1,0.137,22147,49067,0.45,0.017
2026-08-27 23:03,53.9,NVDA,call,2026-09-18,21,240.0,227.98,3.12,0.285,0.21,0.335,0.434,43180,61053,0.71,0.08
2026-08-27 23:03,53.5,NVDA,call,2026-09-04,7,237.5,227.98,1.7,0.218,0.29,0.36,0.434,18647,1962,9.5,0.124
2026-08-27 23:03,53.4,SPY,put,2026-09-04,7,760.0,771.1,1.73,-0.17,0.76,0.118,0.137,51184,57595,0.89,0.017
2026-08-27 23:03,53.4,SPY,call,2026-09-04,7,772.0,771.1,4.45,0.494,0.86,0.101,0.137,21742,1223,17.78,0.007
2026-08-27 23:03,52.6,NVDA,call,2026-09-04,7,232.5,227.98,3.11,0.37,0.27,0.379,0.434,44678,1942,23.01,0.251
2026-08-27 23:03,52.3,NVDA,call,2026-09-04,7,240.0,227.98,1.15,0.161,0.32,0.359,0.434,49526,27120,1.83,0.261
2026-08-27 23:03,52.0,NVDA,call,2026-09-04,7,242.5,227.98,0.76,0.114,0.34,0.357,0.434,24189,1434,16.87,0.368
2026-08-27 23:03,52.0,SPY,call,2026-09-18,21,800.0,771.1,0.55,0.073,1.03,0.098,0.137,3510,30847,0.11,0.036
2026-08-27 23:03,51.8,NVDA,call,2026-09-18,21,235.0,227.98,4.58,0.38,0.19,0.335,0.434,27737,35614,0.78,0.077
2026-08-27 23:03,51.8,SPY,call,2026-09-30,33,800.0,771.1,1.44,0.144,0.77,0.101,0.137,4150,64519,0.06,0.014
2026-08-27 23:03,51.5,TSLA,call,2026-09-04,7,375.0,354.81,2.29,0.167,0.26,0.396,0.575,6201,1963,3.16,0.022
