scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-07-14 17:44,57.4,SPY,put,2026-07-22,7,727.0,752.06,0.69,-0.053,0.58,0.156,0.131,4902,35,140.06,0.015
2026-07-14 17:44,54.3,SPY,call,2026-07-22,7,768.0,752.06,0.34,0.057,1.24,0.091,0.131,2164,200,10.82,0.029
2026-07-14 17:44,53.0,NVDA,put,2026-07-24,9,205.0,210.74,2.94,-0.301,0.22,0.371,0.411,11297,2803,4.03,0.014
2026-07-14 17:44,52.8,NVDA,call,2026-07-24,9,215.0,210.74,4.03,0.395,0.21,0.403,0.411,26371,12233,2.16,0.012
2026-07-14 17:44,52.4,NVDA,call,2026-08-21,37,220.0,210.74,7.38,0.409,0.12,0.408,0.411,14614,50650,0.29,0.007
2026-07-14 17:44,51.8,SPY,put,2026-07-24,9,728.0,752.06,1.13,-0.084,0.56,0.157,0.131,16624,23279,0.71,0.009
2026-07-14 17:44,51.8,SPY,put,2026-08-07,23,725.0,752.06,3.33,-0.161,0.36,0.162,0.131,9053,1629,5.56,0.009
2026-07-14 17:44,51.8,MSFT,put,2026-07-22,7,367.5,387.3,1.78,-0.131,0.29,0.351,0.348,913,13,70.23,0.135
2026-07-14 17:44,51.4,NVDA,call,2026-07-31,16,220.0,210.74,3.92,0.329,0.18,0.405,0.411,9797,18581,0.53,0.013
2026-07-14 17:44,51.4,SPY,call,2026-07-24,9,754.0,752.06,5.27,0.472,0.67,0.119,0.131,21275,10329,2.06,0.006
2026-07-14 17:44,51.4,NVDA,call,2026-07-24,9,220.0,210.74,2.35,0.259,0.23,0.394,0.411,8242,13851,0.6,0.013
2026-07-14 17:44,51.0,SPY,put,2026-07-22,7,726.0,752.06,0.65,-0.049,0.57,0.159,0.131,1634,59,27.69,0.016
2026-07-14 17:44,50.8,NVDA,put,2026-08-07,23,205.0,210.74,5.65,-0.357,0.13,0.38,0.411,4659,749,6.22,0.018
2026-07-14 17:44,49.9,SPY,put,2026-08-07,23,745.0,752.06,7.19,-0.35,0.37,0.133,0.131,9203,1706,5.39,0.006
2026-07-14 17:44,49.9,SPY,call,2026-07-22,7,766.0,752.06,0.53,0.086,1.23,0.092,0.131,1322,681,1.94,0.019
