scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-08-28 23:11,57.7,NVDA,put,2026-10-02,34,200.0,217.55,2.57,-0.18,0.15,0.334,0.443,66511,1453,45.77,0.039
2026-08-28 23:11,54.8,NVDA,call,2026-09-18,20,230.0,217.55,2.42,0.249,0.22,0.318,0.443,27792,54661,0.51,0.017
2026-08-28 23:11,54.6,SPY,put,2026-09-30,32,761.0,769.35,7.62,-0.333,0.34,0.122,0.137,22062,208,106.07,0.005
2026-08-28 23:11,54.6,SPY,call,2026-09-11,13,792.0,769.35,0.23,0.043,1.39,0.084,0.137,4638,839,5.53,0.043
2026-08-28 23:11,54.3,SPY,call,2026-09-18,20,803.0,769.35,0.23,0.036,1.17,0.095,0.137,6410,3375,1.9,0.043
2026-08-28 23:11,54.0,SPY,call,2026-09-30,32,800.0,769.35,1.02,0.114,0.87,0.097,0.137,8288,64872,0.13,0.03
2026-08-28 23:11,53.8,NVDA,call,2026-09-11,13,230.0,217.55,1.48,0.189,0.28,0.314,0.443,16551,10029,1.65,0.034
2026-08-28 23:11,53.7,NVDA,call,2026-09-18,20,225.0,217.55,3.75,0.351,0.2,0.318,0.443,23992,45851,0.52,0.027
2026-08-28 23:11,53.5,SPY,call,2026-09-18,20,805.0,769.35,0.2,0.03,1.17,0.096,0.137,5521,10926,0.51,0.051
2026-08-28 23:11,52.7,MSFT,call,2026-09-11,13,555.0,513.53,0.49,0.044,0.46,0.233,0.434,5785,146,39.62,0.163
2026-08-28 23:11,52.4,SPY,call,2026-09-18,20,800.0,769.35,0.33,0.049,1.15,0.094,0.137,3191,30554,0.1,0.061
2026-08-28 23:11,52.1,SPY,call,2026-09-11,13,780.0,769.35,1.85,0.241,1.0,0.09,0.137,9197,3515,2.62,0.016
2026-08-28 23:11,52.1,SPY,call,2026-09-18,20,790.0,769.35,1.16,0.143,0.95,0.095,0.137,4854,46965,0.1,0.017
2026-08-28 23:11,52.0,SPY,call,2026-09-18,20,795.0,769.35,0.61,0.085,1.07,0.094,0.137,3749,16536,0.23,0.033
2026-08-28 23:11,51.7,SPY,call,2026-09-11,13,800.0,769.35,0.08,0.014,1.4,0.09,0.137,2742,2801,0.98,0.133
