scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-07-03 18:08,56.6,SPY,put,2026-07-17,13,707.0,744.78,0.83,-0.052,0.46,0.176,0.139,48129,1713,28.1,0.012
2026-07-03 18:08,56.0,SPY,call,2026-07-17,13,775.0,744.78,0.11,0.019,1.24,0.097,0.139,7029,14749,0.48,0.087
2026-07-03 18:08,55.5,SPY,call,2026-07-17,13,770.0,744.78,0.28,0.043,1.16,0.097,0.139,6554,24460,0.27,0.036
2026-07-03 18:08,55.0,SPY,put,2026-07-17,13,710.0,744.78,0.97,-0.062,0.47,0.172,0.139,104773,61878,1.69,0.021
2026-07-03 18:08,53.8,SPY,put,2026-07-17,13,714.0,744.78,1.19,-0.077,0.48,0.165,0.139,49488,19713,2.51,0.017
2026-07-03 18:08,53.1,SPY,call,2026-07-17,13,760.0,744.78,1.44,0.175,0.91,0.105,0.139,10263,49772,0.21,0.021
2026-07-03 18:08,52.7,SPY,call,2026-07-17,13,769.0,744.78,0.33,0.051,1.15,0.098,0.139,2511,3713,0.68,0.061
2026-07-03 18:08,52.1,SPY,call,2026-07-17,13,780.0,744.78,0.07,0.011,1.21,0.102,0.139,1446,17460,0.08,0.154
2026-07-03 18:08,51.9,SPY,call,2026-07-17,13,765.0,744.78,0.65,0.092,1.05,0.1,0.139,2599,12479,0.21,0.031
2026-07-03 18:08,51.8,TSLA,call,2026-08-07,34,405.0,393.45,18.15,0.461,0.1,0.474,0.482,6295,85,74.06,0.022
2026-07-03 18:08,51.7,SPY,call,2026-07-24,20,754.0,744.78,5.11,0.371,0.54,0.123,0.139,10929,766,14.27,0.01
2026-07-03 18:08,51.6,SPY,call,2026-07-24,20,780.0,744.78,0.23,0.034,1.08,0.102,0.139,1254,1165,1.08,0.043
2026-07-03 18:08,51.1,SPY,call,2026-07-17,13,777.0,744.78,0.08,0.014,1.25,0.098,0.139,874,2826,0.31,0.118
2026-07-03 18:08,50.7,SPY,call,2026-07-17,13,768.0,744.78,0.39,0.059,1.13,0.098,0.139,1163,2924,0.4,0.051
2026-07-03 18:08,50.7,SPY,call,2026-07-24,20,775.0,744.78,0.47,0.063,0.99,0.103,0.139,1322,2830,0.47,0.043
