scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-09-18 17:11,61.0,SPY,call,2026-10-09,20,800.0,759.13,0.15,0.021,1.1,0.104,0.115,16724,18507,0.9,0.069
2026-09-18 17:11,59.3,SPY,call,2026-09-30,11,779.0,759.13,0.33,0.055,1.29,0.088,0.115,4780,5224,0.92,0.031
2026-09-18 17:11,57.5,SPY,call,2026-09-30,11,780.0,759.13,0.27,0.046,1.32,0.088,0.115,1558,18881,0.08,0.038
2026-09-18 17:11,56.8,SPY,call,2026-10-16,27,800.0,759.13,0.38,0.046,0.94,0.106,0.115,4177,22107,0.19,0.027
2026-09-18 17:11,56.3,SPY,call,2026-10-16,27,790.0,759.13,0.99,0.106,0.81,0.107,0.115,5481,21273,0.26,0.01
2026-09-18 17:11,55.8,SPY,call,2026-10-16,27,795.0,759.13,0.6,0.07,0.88,0.106,0.115,3471,10409,0.33,0.017
2026-09-18 17:11,55.5,SPY,call,2026-09-30,11,778.0,759.13,0.39,0.066,1.29,0.088,0.115,1337,2861,0.47,0.051
2026-09-18 17:11,55.2,SPY,call,2026-09-30,11,790.0,759.13,0.07,0.011,1.26,0.096,0.115,967,12617,0.08,0.154
2026-09-18 17:11,54.7,SPY,call,2026-09-30,11,785.0,759.13,0.11,0.02,1.34,0.09,0.115,506,5402,0.09,0.087
2026-09-18 17:11,54.6,SPY,call,2026-09-30,11,787.0,759.13,0.08,0.015,1.32,0.092,0.115,686,2837,0.24,0.118
2026-09-18 17:11,54.6,SPY,call,2026-09-30,11,788.0,759.13,0.08,0.013,1.32,0.093,0.115,786,1415,0.56,0.133
2026-09-18 17:11,54.3,SPY,call,2026-10-09,20,802.0,759.13,0.12,0.018,1.09,0.106,0.115,1295,586,2.21,0.08
2026-09-18 17:11,54.2,SPY,call,2026-09-30,11,782.0,759.13,0.18,0.033,1.34,0.088,0.115,524,1845,0.28,0.054
2026-09-18 17:11,54.0,SPY,call,2026-09-30,11,775.0,759.13,0.69,0.109,1.19,0.09,0.115,668,17583,0.04,0.014
2026-09-18 17:11,53.7,SPY,call,2026-09-30,11,784.0,759.13,0.14,0.024,1.33,0.089,0.115,433,1657,0.26,0.074
