scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-09-21 18:53,60.2,SPY,call,2026-10-09,17,785.0,774.54,3.6,0.319,0.69,0.109,0.119,67102,1549,43.32,0.006
2026-09-21 18:53,57.0,SPY,call,2026-09-30,8,800.0,774.54,0.15,0.021,1.07,0.104,0.119,10575,64307,0.16,0.065
2026-09-21 18:53,56.3,SPY,call,2026-09-30,8,784.0,774.54,1.54,0.216,1.08,0.095,0.119,10570,1771,5.97,0.006
2026-09-21 18:53,56.2,SPY,put,2026-10-16,24,729.0,774.54,1.56,-0.074,0.37,0.174,0.119,57018,2137,26.68,0.006
2026-09-21 18:53,55.1,SPY,call,2026-09-30,8,790.0,774.54,0.62,0.094,1.17,0.096,0.119,5891,12437,0.47,0.032
2026-09-21 18:53,54.7,SPY,call,2026-10-02,10,800.0,774.54,0.29,0.04,1.05,0.107,0.119,4970,7600,0.65,0.034
2026-09-21 18:53,54.5,SPY,call,2026-10-16,24,800.0,774.54,1.6,0.153,0.74,0.111,0.119,9902,23630,0.42,0.013
2026-09-21 18:53,54.1,NVDA,call,2026-10-16,24,240.0,228.37,3.08,0.286,0.21,0.302,0.399,12684,62705,0.2,0.016
2026-09-21 18:53,54.0,SPY,call,2026-10-16,24,810.0,774.54,0.68,0.073,0.84,0.111,0.119,4395,16717,0.26,0.015
2026-09-21 18:53,53.7,SPY,call,2026-10-16,24,798.0,774.54,1.91,0.176,0.71,0.111,0.119,7293,2989,2.44,0.01
2026-09-21 18:53,53.6,NVDA,call,2026-09-30,8,240.0,228.37,0.77,0.123,0.37,0.279,0.399,3873,410,9.45,0.039
2026-09-21 18:53,53.4,AAPL,call,2026-10-02,10,355.0,338.84,0.83,0.112,0.46,0.222,0.317,4689,1750,2.68,0.048
2026-09-21 18:53,53.3,SPY,call,2026-10-16,24,805.0,774.54,1.04,0.107,0.79,0.111,0.119,4450,9679,0.46,0.01
2026-09-21 18:53,53.3,SPY,call,2026-10-09,17,800.0,774.54,0.81,0.096,0.92,0.106,0.119,3502,9931,0.35,0.012
2026-09-21 18:53,53.2,SPY,put,2026-10-16,24,734.0,774.54,1.81,-0.088,0.38,0.166,0.119,24596,3503,7.02,0.011
