scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-06-22 14:43,53.6,SPY,put,2026-06-30,7,725.0,744.95,0.93,-0.079,0.63,0.144,0.152,6635,35390,0.19,0.022
2026-06-22 14:43,51.5,NVDA,call,2026-07-17,24,220.0,209.37,5.45,0.358,0.14,0.433,0.407,4215,82359,0.05,0.018
2026-06-22 14:43,51.4,SPY,put,2026-07-17,24,715.0,744.95,2.73,-0.135,0.37,0.159,0.152,3548,26343,0.13,0.007
2026-06-22 14:43,51.4,SPY,put,2026-07-17,24,725.0,744.95,3.85,-0.199,0.38,0.142,0.152,3405,42257,0.08,0.008
2026-06-22 14:43,51.3,SPY,call,2026-07-01,8,772.0,744.95,0.22,0.027,0.93,0.121,0.152,181,2,90.5,0.091
2026-06-22 14:43,50.3,NVDA,put,2026-07-17,24,200.0,209.37,3.12,-0.26,0.17,0.315,0.407,613,104471,0.01,0.016
2026-06-22 14:43,50.0,SPY,put,2026-07-17,24,714.0,744.95,2.65,-0.131,0.37,0.161,0.152,2022,21017,0.1,0.008
2026-06-22 14:43,49.8,SPY,put,2026-07-17,24,720.0,744.95,3.24,-0.164,0.38,0.15,0.152,1374,45495,0.03,0.009
2026-06-22 14:43,49.8,SPY,put,2026-06-30,7,740.0,744.95,2.67,-0.294,0.82,0.102,0.152,1365,19711,0.07,0.007
2026-06-22 14:43,49.7,SPY,call,2026-07-17,24,775.0,744.95,1.89,0.15,0.59,0.135,0.152,778,10690,0.07,0.011
2026-06-22 14:43,49.5,SPY,call,2026-07-17,24,770.0,744.95,3.0,0.209,0.52,0.142,0.152,920,22516,0.04,0.01
2026-06-22 14:43,49.4,SPY,put,2026-07-17,24,712.0,744.95,2.45,-0.12,0.37,0.163,0.152,2070,7666,0.27,0.008
2026-06-22 14:43,49.2,NVDA,put,2026-07-02,9,200.0,209.37,1.17,-0.161,0.29,0.309,0.407,701,14458,0.05,0.034
2026-06-22 14:43,49.0,AAPL,call,2026-07-17,24,320.0,299.94,1.68,0.172,0.31,0.246,0.23,2463,31352,0.08,0.071
2026-06-22 14:43,48.8,SPY,call,2026-07-10,17,780.0,744.95,0.46,0.052,0.83,0.124,0.152,268,5434,0.05,0.022
