scan_utc,score,symbol,type,expiry,dte,strike,spot,mid,delta,leverage,iv,rv,volume,open_int,vol_oi,spread_pct
2026-08-21 14:17,50.3,SPY,put,2026-09-04,13,740.0,764.73,1.64,-0.11,0.51,0.15,0.137,8146,6001,1.36,0.012
2026-08-21 14:17,50.0,SPY,put,2026-09-04,13,755.0,764.73,3.75,-0.266,0.54,0.125,0.137,8195,1472,5.57,0.005
2026-08-21 14:17,49.9,SPY,put,2026-09-18,27,730.0,764.73,2.96,-0.131,0.34,0.166,0.137,6104,51234,0.12,0.003
2026-08-21 14:17,49.2,SPY,call,2026-09-18,27,800.0,764.73,0.61,0.072,0.9,0.104,0.137,488,31076,0.02,0.016
2026-08-21 14:17,48.8,SPY,put,2026-08-31,9,760.0,764.73,3.64,-0.33,0.69,0.108,0.137,5573,42967,0.13,0.005
2026-08-21 14:17,48.7,SPY,call,2026-09-18,27,790.0,764.73,1.77,0.167,0.72,0.109,0.137,697,47564,0.01,0.017
2026-08-21 14:17,48.6,SPY,put,2026-09-30,39,740.0,764.73,5.8,-0.213,0.28,0.15,0.137,5215,4921,1.06,0.005
2026-08-21 14:17,48.1,AAPL,put,2026-09-18,27,295.0,308.11,3.6,-0.238,0.2,0.254,0.324,1127,11296,0.1,0.0
2026-08-21 14:17,48.1,AAPL,call,2026-09-04,13,320.0,308.11,1.75,0.211,0.37,0.233,0.324,1055,7341,0.14,0.029
2026-08-21 14:17,48.0,SPY,call,2026-08-31,9,785.0,764.73,0.26,0.042,1.25,0.092,0.137,270,36458,0.01,0.039
2026-08-21 14:17,48.0,AAPL,call,2026-09-18,27,330.0,308.11,1.75,0.168,0.3,0.241,0.324,1085,28977,0.04,0.023
2026-08-21 14:17,47.8,SPY,call,2026-09-18,27,780.0,764.73,4.21,0.307,0.56,0.116,0.137,2109,20152,0.1,0.007
2026-08-21 14:17,47.8,AAPL,call,2026-09-18,27,320.0,308.11,3.83,0.312,0.25,0.243,0.324,683,32999,0.02,0.039
2026-08-21 14:17,47.6,SPY,call,2026-09-18,27,785.0,764.73,2.81,0.233,0.63,0.113,0.137,941,22165,0.04,0.011
2026-08-21 14:17,47.0,TSLA,call,2026-09-18,27,370.0,357.92,10.88,0.412,0.14,0.398,0.568,777,9334,0.08,0.014
